1.70	 3.20	 0.00
0.50	 0.39	 1.00
-0.06	 3.87	 0.00
2.49	 0.75	 1.00
1.48	 4.19	 0.00
2.30	 1.51	 1.00
0.38	 4.25	 0.00
2.46	 6.20	 0.00
2.17	 1.55	 1.00
1.17	 2.52	 0.00
2.08	 0.47	 1.00
1.44	 2.77	 0.00
1.47	 4.19	 0.00
